Participant_ID,Mean_Accuracy,Mean_ResponseTime,Gender,Delta_TP9_mean,Delta_AF7_mean,Delta_AF8_mean,Delta_TP10_mean,Theta_TP9_mean,Theta_AF7_mean,Theta_AF8_mean,Theta_TP10_mean,Alpha_TP9_mean,Alpha_AF7_mean,Alpha_AF8_mean,Alpha_TP10_mean,Beta_TP9_mean,Beta_AF7_mean,Beta_AF8_mean,Beta_TP10_mean,Gamma_TP9_mean,Gamma_AF7_mean,Gamma_AF8_mean,Gamma_TP10_mean,GSR RAW_mean,GSR Resistance CAL_mean,GSR Conductance CAL_mean,ET_GazeLeftx_mean,ET_GazeLefty_mean,ET_GazeRightx_mean,ET_GazeRighty_mean,ET_PupilLeft_mean,ET_PupilRight_mean,ET_TimeSignal_mean,ET_DistanceLeft_mean,ET_DistanceRight_mean,ET_CameraLeftX_mean,ET_CameraLeftY_mean,ET_CameraRightX_mean,ET_CameraRightY_mean,ET_ValidityLeft_mean,ET_ValidityRight_mean,Row_mean,SampleNumber_mean,Anger_mean,Contempt_mean,Disgust_mean,Fear_mean,Joy_mean,Sadness_mean,Surprise_mean,Engagement_mean,Valence_mean,Sentimentality_mean,Confusion_mean,Neutral_mean,Attention_mean,Brow Furrow_mean,Brow Raise_mean,Cheek Raise_mean,Chin Raise_mean,Dimpler_mean,Eye Closure_mean,Eye Widen_mean,Inner Brow Raise_mean,Jaw Drop_mean,Lip Corner Depressor_mean,Lip Press_mean,Lip Pucker_mean,Lip Stretch_mean,Lip Suck_mean,Lid Tighten_mean,Mouth Open_mean,Nose Wrinkle_mean,Smile_mean,Smirk_mean,Upper Lip Raise_mean,Blink_mean,BlinkRate_mean,Pitch_mean,Yaw_mean,Roll_mean,Interocular Distance_mean
20,0.76744186,6.892061879,Male,0.666351165,0.637190046,0.027924553,0.61433717,0.44393535,0.242831335,-0.264432583,0.277182435,0.785671278,0.37890083,-0.062205514,0.626155195,0.535194471,0.242465218,0.181749283,0.545388879,0.120472606,-0.02544255,-0.027954214,0.277666283,47809.47183,760.854838,1.335185589,861.46504,491.235801,917.0571175,511.0001393,0.465761023,0.494732355,360230.0266,614.5383166,627.5050126,0.458446503,0.418925206,0.358115297,0.461109406,0.26838829,0.175193902,3649.174419,3644.174419,0.131014723,0.246794019,0.025496693,0.159542243,0.024214477,0.138794095,0.538806365,0.330753236,0.000849545,0.009626139,0.027220242,98.8437232,98.44694697,0.026673434,1.43739024,0.122538966,0.002307335,0.033897692,5.654009186,0.56414663,2.41978201,41.97511468,0.000736387,0.008657065,0.005859504,0.000274421,0.004449188,0.118825533,2.707208465,0.043903771,0.002141338,0.581472957,0.052114931,0.000668678,1.232064339,21.16867333,1.16705574,-1.859652638,133.3460966
21,0.688888889,16.84296341,Male,0.914286318,0.041930677,0.801614083,0.929204025,0.677252582,-0.243779291,0.311146217,0.631895415,0.944978377,-0.013043846,0.259591391,0.870348028,0.506321199,0.099845187,-0.099200386,0.489891844,0.160137888,-0.081942885,-0.343124331,0.168594124,27212.81138,245.9088305,4.490307143,740.9716944,433.8960848,760.9102074,429.0288708,-0.057013064,-2.72e-05,845293.3427,442.0274874,451.7521745,0.281779615,0.21331503,0.185421527,0.249155188,0.812065427,0.717623846,8559.733333,8553.733333,0.110910838,0.219231708,0.020233506,0.387392775,0.024287599,0.611372753,0.204148419,1.007669354,-0.705625239,1.848020633,4.383633965,98.69659008,97.70755737,3.996107293,3.406470437,0.18353261,0.422205913,0.006228315,4.472623748,0.714510131,20.59241765,0.211439179,2.463857968,0.670736687,2.421611054,0.027449599,0.065147701,0.733851815,0.006029866,1.157334222,0.001601688,0.063713721,0.772095964,0.004704273,5.805647722,-3.244953615,-2.875833108,0.338550396,157.7302583
23,0.75862069,26.77411987,Male,0.636137774,0.910053996,-0.221679838,0.290017303,0.424096021,0.935590643,-0.484447866,0.24933539,0.699621891,0.840258533,-0.301154893,0.403585937,0.47282368,1.180470316,-0.145445373,0.629558397,0.023742268,1.104061124,-0.358151782,0.532626436,35128.37724,679.7663211,1.473048839,635.4296795,364.3015455,638.79291,392.7733604,-0.52338445,-0.530415601,750114.4344,452.5604034,470.4373663,0.147137407,0.074057559,0.077190436,0.110880285,1.119721402,1.004135182,7595.534483,7588.534483,0.634912955,0.100905297,0.024089725,12.98302856,0.024037377,0.081790715,12.25491759,8.407059536,0.0,0.069010729,0.014959516,78.22583782,97.29195821,0.014427676,35.52117113,0.004541931,0.078794023,0.002381677,1.043877084,45.97072864,0.135412708,0.410620064,0.663919875,0.036342051,0.001521501,0.000170706,0.001195209,0.000573901,0.049707434,0.005248246,3.68e-06,0.003245712,0.001685147,0.005069667,6.398124137,4.314002883,-3.53415392,3.799469707,153.7940148
24,0.866666667,15.74071867,Male,0.775428113,0.504099403,0.489605324,0.658577604,0.576234719,0.182725864,0.165280288,0.406496617,0.806521975,0.301597355,0.289848682,0.606651692,0.443456651,-0.089472743,-0.180800982,0.297174695,-0.030086721,-0.41341557,-0.569621081,-0.062782534,35750.27627,533.3556717,1.952567701,842.6140293,465.8765889,798.608605,443.1244279,0.528177436,0.565081222,798690.5371,618.3512986,580.594336,0.421738583,0.410119793,0.22968361,0.32742704,0.394412669,0.592121934,8087.966667,8082.966667,0.115054842,0.166652655,0.024755237,0.187239476,0.024665253,0.117102249,0.098764609,0.663221835,-0.010528644,0.095474266,0.002187659,99.56318614,97.48620532,0.001406115,8.894542697,0.208927121,0.091757973,0.009324763,11.14672587,0.442901279,0.153020527,2.161476838,0.019692125,0.383264004,0.020688478,0.130702144,0.033571224,0.001054799,0.454984528,0.006858768,0.039304215,0.513008485,0.017642658,0.00350142,4.294251042,12.84614567,-3.327327523,2.745839323,125.7352727
27,0.8,16.43110669,Male,0.846911205,0.510615778,0.611457866,0.664546425,0.660706245,0.17257696,0.257677544,0.416355349,1.018480062,0.270522722,0.34412856,0.806989712,0.490364745,-0.095398298,-0.08699491,1.188945933,0.079226691,-0.405339829,-0.470298798,1.107475664,18406.96694,147.3850433,6.84339415,742.7605485,429.4208766,828.8971857,519.7467286,0.430285524,0.531749021,687286.0181,509.3395267,561.172636,0.368136145,0.311691458,0.357223974,0.448419417,0.475763248,0.088457509,6960.225,6954.225,0.195921382,0.241588471,0.043115705,0.145261756,0.024242152,0.223919514,0.06438122,2.28066829,-0.800555462,2.594379341,0.242562299,99.41552047,98.13196496,0.239914492,0.278404931,0.150448169,15.84787785,8.729090301,0.717242418,0.562340445,2.636818076,0.031784707,1.105344025,17.18930811,0.019077293,0.250618126,0.016524757,0.008360205,0.005445631,0.042411553,0.001086442,0.821009179,0.005471256,0.000444931,0.495068425,11.8449275,-0.633864985,3.590442168,160.714831
28,0.675,18.0689978,Male,0.714085611,0.349208493,0.550986314,0.607330747,0.693782775,0.062928666,0.192551775,0.494406859,0.922168884,0.161629491,0.267624447,0.673642241,0.583790456,-0.224933126,-0.25830055,0.346373592,-0.104228863,-0.573379848,-0.66851867,-0.162479699,18376.45551,159.7768984,6.68762625,646.6925553,345.6655574,529.1597476,308.1455125,-0.590406729,-0.518650512,832184.7289,444.4585714,401.4929938,0.022787615,-0.00395224,-0.171709106,-0.11229813,1.303412414,1.577490125,8426.05,8419.05,0.129884923,0.195172081,0.024262649,0.131813598,0.024099844,0.130807998,0.073516652,0.416378613,-0.009015637,0.033111535,0.417292231,99.60841531,98.08014553,0.416127711,0.339008517,0.049395975,0.091907647,0.002387971,0.316295583,0.015613398,0.264588072,5.654513169,0.016989094,0.150811031,0.077120086,0.000426323,0.138908274,0.146244473,0.215044655,0.012101904,0.000289877,0.080476417,0.023553223,0.001130825,0.932305449,18.2236936,-0.928189748,6.2846552,140.5527926
29,0.771428571,20.57092831,Male,0.727074149,0.894004939,0.724425806,0.793618808,0.582628321,0.591758244,0.383126464,0.64407157,0.871510211,0.641294308,0.443064421,0.889925746,0.629299423,0.39506856,0.243638988,0.6380479,0.367475214,0.286338947,0.075733707,0.340477627,16454.32797,67.61516843,14.85554117,743.301335,445.4311754,741.5087663,432.8214386,0.293212126,0.148010834,798775.6246,466.8534479,483.2699067,0.339964275,0.180400337,0.238464758,0.205304722,0.772363924,0.696096609,8088.471429,8083.471429,0.024440711,0.019424878,0.020794987,4.176387179,0.024060688,0.043565223,11.82016179,51.16790543,0.0,0.121962456,0.014789196,78.10921273,96.87602864,0.000297281,93.03712084,0.021542026,0.009021384,0.002047781,20.45616072,0.885785141,9.90437274,20.35853618,0.120454439,0.02427163,0.014700899,4.58e-05,5.18e-05,0.00011504,0.512265068,0.001589284,5.81e-05,0.081896074,0.004304494,0.034667169,37.39018459,13.94307671,-4.553703755,5.697306826,152.2508795
31,0.852941176,20.89548219,Male,0.599446465,0.230470705,0.216119784,0.619522542,0.425618401,-0.041516659,-0.099994629,0.439267944,0.858494664,0.206560878,0.135832478,0.762817213,0.37952635,-0.117406607,0.224740849,0.39648503,-0.103025008,-0.470513873,0.063758201,-0.014111235,25609.25071,226.9657596,4.446785562,871.0909475,487.4286611,906.1023044,482.8921677,0.255082434,0.307476041,697489.2197,594.4411693,604.0566543,0.430635344,0.372849813,0.312464312,0.39766057,0.319374211,0.252278283,7063.161765,7058.161765,0.193390195,0.19071936,0.091042211,0.14955393,0.024115374,2.147311603,0.066536243,4.956198726,-5.013098425,0.204504611,0.15939971,95.77864353,98.26344808,0.007523952,0.701564812,0.054870123,25.77627392,0.008265722,0.843373798,2.50070032,0.192664525,0.174773131,19.36806079,4.048722241,1.556372463,0.052884558,0.038156246,8.89e-05,0.126923984,0.110388789,0.002882857,0.061238349,0.036895721,0.01062911,12.52642148,6.933036646,-0.342420259,1.777200413,142.4440656
32,0.705882353,20.02709377,Male,1.051130851,0.794191265,1.037630888,1.000167481,0.651102885,0.470758202,0.629728621,0.670536436,0.722066302,0.54358537,0.623597653,0.739954068,0.431526251,0.552239736,0.588011477,0.514294439,0.102536913,0.3115952,0.288733448,0.177600636,51858.21706,1155.336018,0.898531273,723.2439267,398.0561663,778.0427839,482.3531543,-0.192955122,0.106829131,739967.7061,468.1311949,533.6837186,0.160017732,0.158024327,0.206431089,0.345608199,0.887020051,0.412215639,7492.823529,7486.823529,0.140788034,0.151202204,0.141362004,2.053192939,0.024796125,0.384111122,2.285007296,7.787339153,-0.282942454,3.273124,0.652822885,95.03039384,96.31745851,0.104058533,25.72095214,0.082837129,0.3373383,0.086610352,1.81483729,6.093727547,11.82206387,5.47037804,5.295229702,0.452967852,1.588428898,0.00614955,0.008814645,0.079364414,5.951694634,0.080440589,0.018805185,0.119207419,0.473829577,0.015561587,14.67552488,6.463318181,4.991067318,-1.345532618,148.5683378
34,0.818181818,16.10681117,Male,0.822519148,0.793472838,0.784602732,0.954525783,0.643036641,0.362366487,0.360400036,0.699439076,0.871866311,0.438123487,0.400463375,0.888463026,0.465756854,0.093923701,0.164556217,0.49945006,-0.063908085,-0.174675805,-0.187571336,0.058293581,35310.03116,376.6669562,2.724587776,432.4823626,251.2473914,443.3885601,283.6098559,-1.0,-0.999749906,700016.585,286.6177662,301.1207114,-0.264435659,-0.284261497,-0.298136916,-0.240883927,2.101702343,1.981229398,7086.693182,7080.693182,0.122526797,0.175756161,0.027021696,0.154043066,0.024044218,0.199253575,0.070888086,0.577303101,-0.133534279,0.0713701,0.134272954,99.48827313,98.14729542,0.004645494,4.363261144,0.009552855,1.081360405,0.001799931,24.79972878,0.478933602,0.072679529,0.004392241,1.837323546,0.131816092,0.318415064,0.016454583,0.130691834,0.005161926,0.013230193,0.130720856,1e-05,0.049290361,0.068413543,0.017902414,17.33659988,4.808752963,-1.83978165,4.260935336,157.2606494
35,0.707317073,13.39640469,Male,0.989565167,0.610436699,0.6800904,0.950393255,0.823221066,0.314092322,0.8558905,1.022740925,1.10103454,0.684645609,1.2215711,1.145939553,1.018593297,1.136225271,1.2973837,1.295396643,0.628731144,0.932750315,1.2784722,0.943196346,52437.49143,870.5114909,1.155729348,868.1714844,513.0468078,830.5021544,496.9807442,0.326079855,0.210303693,606417.7925,572.887438,557.3426559,0.460083308,0.349618334,0.280246328,0.31846433,0.352233264,0.441730874,6139.817073,6132.817073,0.034855707,0.020660342,0.023927726,3.355434693,0.024188614,0.029447761,3.238945147,44.38453924,-0.000137045,0.01599859,0.003517071,93.25447872,98.39171474,0.00021137,90.02526249,0.08874425,0.001388898,0.002321681,6.332924827,4.72141755,0.674221553,0.346815888,0.011572416,0.028773433,0.000374272,0.000213342,0.000104118,0.000370991,0.199763107,0.005781525,0.013319803,0.027937714,0.0063548,0.012531213,12.08551608,8.302535709,-0.729824574,1.66971854,152.9562955
37,0.717948718,16.59818573,Male,0.714281282,0.182020752,0.946196083,0.732781929,0.511274704,-0.125861088,0.361361644,0.504060268,0.706374025,0.011931531,0.274337648,0.673987584,0.355028374,-0.151357319,-0.009716388,0.227028985,-0.071528755,-0.351258137,-0.382340232,-0.156516096,18313.69454,161.4308649,6.36721698,147.8728519,64.70993971,107.1877943,58.18797542,-0.970880807,-0.869281937,685456.1783,95.19114793,87.14599135,-0.786293806,-0.774933752,-0.822068633,-0.793345811,3.446174459,3.494033827,6941.935897,6935.935897,0.170177727,0.213847539,0.027485314,0.163348729,0.024059203,0.278524207,0.063891244,1.076143486,-0.455940234,0.030557658,0.199530926,99.31404466,97.42855618,1.460672885,0.206694866,0.020358918,0.228969949,0.017888129,3.203007018,0.131168732,0.231787976,0.820565484,0.054289988,0.83958135,0.000787302,0.003511045,0.038412419,0.061464448,1.386889774,0.002167275,7.03e-05,0.106576165,0.001756633,0.013841844,16.15267876,11.21703303,-3.632621629,0.365988657,121.8885165
